gene,t0,t8,t16,t24,t48,t72,t96,t144
MGG_00081,771.807565,300.2070901,4476.392879,4061.600175,2184.879718,4694.191659,2698.971806,1639.765261
MGG_00082,0,16.72626547,6.856205137,9.569755539,5.600981594,8.443958044,10.77585148,6.442899474
MGG_00083,0,0.450835476,53.92734833,33.58808713,207.6607917,45.37326442,19.97793007,14.9228422
MGG_00084,0,3.253268922,255.5200527,112.0815375,25.07123419,8.172357776,12.75910128,8.722576229
MGG_00085,0,39.97263494,17.18034904,19.9822396,64.89502317,30.43873783,37.71469843,38.40252672
MGG_00086,0,397.0872424,17.00966687,15.53141809,3.554679217,9.90698057,77.3528987,8.202765798
MGG_00087,0,46.60965159,71.47831059,65.31161794,86.03727889,56.18349086,42.29913092,50.84826043
MGG_00088,0,1.310691197,18.88542468,19.78301924,1.497712713,1.749740416,2.778789263,1.83049541
MGG_00095,0,0.783872827,0.709145303,1.397954494,1.781640743,1.367926609,1.660277346,0.680705882
MGG_00096,0,10.51483195,10.43877192,9.003043892,17.62004352,10.97838779,9.134606905,11.19160006
MGG_00097,0,2.465230075,18.26626003,44.48709723,94.75928311,181.9979012,78.67642521,101.5483813
MGG_00099,0,1.780217068,22.10208921,135.710158,329.0163645,405.0104551,190.6111389,462.2804289
MGG_00100,0,48.76661122,59.48226346,41.69495682,27.03130696,14.49357446,10.19342645,10.3913555
MGG_00101,0,34.96366273,33.61192433,37.25350922,42.75276963,27.8156645,25.82819763,26.62938393
MGG_00102,0,18.34280885,23.83529693,17.78759065,14.37894998,14.21743828,8.812014168,10.31260225
MGG_00103,0,110.3838248,108.3300432,124.2259023,117.1971885,75.22189898,70.0248556,52.37038713
MGG_00104,283.0185161,136.6568172,153.4722185,195.6145001,219.8304779,76.66644221,77.47086142,62.64806456
MGG_00105,0,18.5719021,10.91217572,10.26110965,11.22098444,4.670884664,5.250850596,6.665094438
MGG_00106,216.9301626,65.28646123,28.71969801,37.51605779,49.95995968,21.38238559,22.40648618,21.78247968
MGG_00109,359.9079397,92.21963438,155.1134476,156.297557,66.62603909,77.78263232,83.5984062,41.99698328
MGG_00110,0,12.52926316,19.69619541,15.73946764,40.20116059,48.66665969,88.15873288,66.01940372
MGG_00111,0,12.45197368,7.972831977,9.995711776,12.37212106,15.17272473,12.86184951,10.43637543
MGG_00112,0,3.866219939,26.74130126,17.42989202,15.83612174,58.74739498,61.8613152,18.43301842
MGG_00116,0,3.511383488,5.702877126,5.376561675,2.283666662,1.135366969,1.286462376,1.997546413
MGG_00117,0,37.47700931,32.63869372,41.79492855,31.17770029,18.100232,22.8682433,16.09265576
MGG_00118,0,65.27047068,31.77208517,44.20867919,35.81389935,18.95209932,19.48165908,12.76000638
MGG_00119,2182.361023,1771.554867,803.9503188,671.0745841,624.46923,634.8179799,483.3849972,429.9384272
MGG_00120,1719.167693,1.804544332,2828.720632,2343.821362,473.5865437,76.77682287,123.9694418,73.59635918
MGG_00123,0,17.69525568,18.01366177,16.83406045,10.62794127,5.715206501,7.703084866,6.888851925
MGG_00124,0,44.91011967,34.41116903,37.41465642,50.52734287,29.4637849,35.17827063,45.5427815
MGG_00125,0,57.36274604,55.85230083,53.31565606,46.77909547,28.07478369,25.49967598,24.48536977
MGG_00126,0,0.587677669,7.541537088,2.537154125,4.953344937,150.2551108,148.6855718,113.2182529
MGG_00127,0,26.29831988,48.39449048,30.78898022,35.05642963,84.46049818,112.1392627,78.7278364
MGG_00128,0,26.98523147,45.42075524,53.01757417,21.77486874,39.39353463,38.10630836,48.93062694
MGG_00129,0,23.44781239,39.62716806,37.72710262,51.89241013,19.36127567,18.17814819,13.00501989
MGG_00130,0,21.4269002,24.60783614,26.46905557,17.44676985,7.161628254,6.965329145,7.694644224
MGG_00133,0,9.455689447,4.853302405,5.047573277,5.177209571,6.516102066,5.256175881,4.818926508
MGG_00134,0,22.49739804,35.4753369,48.76413168,33.34404179,21.17438877,20.86983202,17.50416858
MGG_00135,169.3642518,70.97661129,118.2430484,88.45481096,134.4987915,68.17002,64.38636338,59.79443721
MGG_00136,0,37.59985448,37.17284519,38.77719031,40.02131761,21.92736212,20.5052916,23.7251236
MGG_00137,0,10.71944324,14.70623649,17.26182875,10.3010574,13.13496008,14.85175213,17.00663763
MGG_00138,0,50.2830749,51.19811359,51.01040434,50.60609861,30.60841076,32.42494177,34.46856694
MGG_00139,0,111.375445,70.01760527,90.50980768,93.29242719,66.30677809,68.7054838,54.33087258
MGG_00140,0,28.30705635,10.55477936,17.49358472,10.63782777,14.48614832,15.13678796,17.63721331
MGG_00141,208.449827,45.4835294,31.66577114,38.80280033,46.3407724,126.5628413,130.9322235,173.8353959
MGG_00142,0,147.3582154,45.26338701,56.2506384,45.03919003,18.75292806,21.54465058,26.38939004
MGG_00143,0,120.897171,65.08003727,63.12706648,69.47536039,68.05278733,78.25227436,100.6503124
MGG_00144,0,0,0,0,0,0,0,0
MGG_00145,0,6.707015909,3.05668769,3.756683647,2.597118755,1.125126365,1.423178685,1.344673965
MGG_00146,0,24.74549024,25.55742347,37.67135797,55.58423061,17.50844485,18.04508925,25.1046966
MGG_00148,0,0,1.932886308,2.86559966,5.289715717,2.337441077,0.73343258,0
MGG_00149,235.2704728,206.0298572,93.24517889,106.5434056,102.1806717,92.59187531,77.69669893,62.96156923
MGG_00150,0,190.3239097,192.8888118,233.9820576,284.7506753,568.5688767,528.7868068,517.6936037
MGG_00151,0,9.357984883,17.61688966,16.26825697,23.03205133,11.17796653,12.4155839,7.837161101
MGG_00152,0,25.04983046,31.66749845,22.56347839,20.4406779,11.12325309,12.28242266,13.17343185
MGG_00153,508.3196433,69.73733758,790.4462443,471.5126937,308.2338391,542.622299,501.6010968,535.7448875
MGG_00154,0,50.89800934,52.95814689,59.72853044,61.18655988,46.87081448,47.44911306,38.64381481
MGG_00155,0,18.47626455,57.99223728,42.4541287,25.19976181,29.95394556,27.85147513,27.08676186
MGG_00156,0,3.435774001,4.109340648,2.550450523,2.258620606,2.954557173,3.76940557,5.670886037
MGG_00157,149.0791798,67.20378305,47.15296776,47.99021278,49.0370318,36.2738896,44.10964411,37.17156375
MGG_00158,0,0,0,0,0.19485919,0,0.294068624,0
MGG_00160,0,0.662456979,0,0,0.12944374,0.129594715,0.056754034,0.091712684
MGG_00161,0,14.90675162,19.76233253,12.50049908,23.78423772,6.62500772,6.260630746,4.60764544
MGG_00162,0,233.4991842,308.4755228,270.6757825,374.7433697,371.7845445,268.3542459,243.3258194
MGG_00163,0,62.37510185,27.00709857,20.0316329,17.65656164,14.43627208,23.52693975,9.26515074
MGG_00164,0,103.294535,50.15610251,53.59591085,59.75341656,29.03758338,25.82929199,28.5401175
MGG_00166,0,30.70502814,83.85886611,110.2443659,46.81705041,34.89600572,38.76418958,42.61030828
MGG_00167,179.8384666,456.754663,972.9736826,740.3448619,425.7195401,376.4640722,446.0672166,720.1957746
MGG_00168,247.7032328,374.9667679,509.4567991,431.4383233,324.0163203,233.6714678,279.9877498,350.3076631
MGG_00169,0,25.44356677,25.57765233,26.1223393,42.33485316,13.09690595,13.60190883,11.34941516
MGG_00170,0,181.8285797,235.1182468,186.8128133,224.960612,120.7505037,112.2118923,132.2042824
MGG_00171,0,100.0428864,56.3985486,67.5185696,60.49266274,27.9666535,30.42277262,30.65154062
MGG_00172,0,18.16991278,35.60939538,27.02477705,23.26522013,10.61819107,14.21898218,13.86518746
MGG_00174,0,23.0858876,18.24452438,17.45569378,22.18819059,8.226876949,9.328340996,9.030370479
MGG_00175,204.8909184,314.6497996,283.3065438,286.8821599,416.2213748,359.2417271,350.7256328,306.9292024
MGG_00176,0,7.504333443,3.857044046,8.927661558,5.337135021,5.698996767,5.146893862,4.502515132
MGG_00177,0,115.270714,75.76795051,101.9392085,49.02479872,39.63849441,51.08726529,51.98475957
MGG_00178,0,254.8664452,132.0432473,180.8576948,155.4838272,86.29115396,74.60816213,53.50099505
MGG_00179,598.2974288,360.5967188,213.9465081,227.4157765,251.959856,310.3469563,436.5175181,423.3045972
MGG_00180,0,27.12799979,16.70264255,23.65127945,18.91431785,9.381511588,7.274321133,6.420608212
MGG_00181,0,14.34597448,13.81639021,13.18861034,2.06234084,3.480856879,2.276776306,2.69484755
MGG_00183,0,27.05734115,55.41948176,36.94966273,17.97581305,13.42196875,15.47290107,16.26962862
MGG_00184,0,77.99975582,14.12195728,23.12995368,62.18355272,35.02117522,49.23238065,38.68073958
MGG_00187,0,39.80510613,19.78104971,41.96421082,55.03614561,28.15226804,21.12894797,21.87523032
MGG_00190,0,20.97268068,19.22756221,12.23768709,51.08888425,26.09965569,17.00007845,7.857888553
MGG_00193,112.5368091,21.20800151,42.76039036,29.01834045,26.27745709,25.72395621,22.44389486,13.88546831
MGG_00194,0,7.688813948,88.11568085,61.89264137,5.674344739,78.71028469,286.6359086,172.2999736
MGG_00195,0,75.81562166,297.855293,225.845182,42.70264145,75.20889115,117.6241866,119.116033
MGG_00198,0,16.25306898,14.63271443,16.33946804,9.787401823,50.50043744,19.66872933,17.29339898
MGG_00199,45.19166627,65.73622069,17.66834514,17.4721417,9.377916721,6.555167603,8.112683363,5.725264906
MGG_00201,0,17.02174437,9.409245865,10.89413546,3.790899251,3.746336899,3.421969096,2.787317427
MGG_00202,0,4.227298308,3.203003498,2.904667186,14.35010426,4.276400202,4.837214992,3.045140291
MGG_00203,0,2.255805254,0.851273305,1.795907592,3.826343551,9.162027549,5.360812018,2.632966573
MGG_00204,0,35.87099886,17.3740543,12.41561579,183.7594047,80.71871733,83.04685506,72.28383552
MGG_00205,0,6.372920448,17.84422929,19.37278816,75.15411752,47.50261788,43.01386268,10.44092583
MGG_00207,0,18.55381175,31.71047586,30.37873862,18.98069617,18.16459716,18.4862466,21.80705789
MGG_00208,0,9.207307454,7.327037588,3.550398909,5.157766451,3.935304053,4.906835972,3.44800654
MGG_00210,0,77.76032838,43.45081009,48.62387631,79.92477765,49.9050606,45.95969087,54.12750029
MGG_00211,0,1.081966701,4.773265626,7.402633004,17.14138186,38.65125168,25.61051735,21.0983903
MGG_00212,0,47.26201106,172.9056981,171.2822906,149.287026,214.4020853,211.252054,195.7883031
MGG_00213,0,34.05922171,45.71872866,38.92668122,53.5610917,31.85287858,29.97315448,28.31769709
MGG_00215,0,2.430690478,0.923260819,1.127898282,0,6.358423112,2.228435913,0
MGG_00216,0,4.164730157,25.0968616,104.9839866,56.05400727,39.60738535,156.6502049,557.6708227
MGG_00220,0,10.59052383,10.020862,22.99374432,256.5007095,82.9471547,88.60525769,71.65087209
MGG_00221,595.2843155,323.1625874,361.4644776,384.7229652,762.852664,307.556824,291.8440174,251.3361796
MGG_00222,0,31.00227595,11.53665525,11.43964157,15.67232163,9.194156638,9.153676203,8.753417301
MGG_00223,154.2887285,245.1935776,310.2022413,349.4977482,595.5371033,594.7972966,608.6896928,495.7688905
MGG_00225,0,0,0,0,6.41044381,82.40689609,101.3769781,56.85172282
MGG_00226,0,0.305713874,0,0.426590399,10.76689226,18.66195767,13.57204968,7.368067141
MGG_00227,0,3.087694724,0,0.423588466,0,0,0,0
MGG_00230,570.6483317,0,1.906693422,1294.227093,1127.401151,125.126825,147.8140418,126.0122635
MGG_00232,0,0,0,0,0,0,0,0
MGG_00233,0,0,0,0,0,0,0,0
MGG_00234,0,0,0,0,0,0,0,0
MGG_00238,0,0,0,0,0,0,0,0
MGG_00239,0,0,0,0,0,0,0,0
MGG_00241,0,0,0,0,0,0.024063468,0,0
MGG_00242,381.399069,0,1.309875739,119.8938548,13.86489419,2.168065852,4.288726312,3.434847144
MGG_00243,0,0,0,0.482676506,0.116263709,1.02205267,0.655169216,0
MGG_00244,0,20.57220406,0.937710487,6.719282941,36.99362671,246.7159989,180.1302704,26.70882713
MGG_00245,0,99.45136583,42.75774592,71.91836506,88.94250901,7.752834732,12.89621614,16.17085299
MGG_00246,468.712783,199.6680027,137.6909568,83.12082557,84.20984681,593.9118281,203.4771083,52.63919497
MGG_00249,0,27.95437824,17.51580875,14.28534872,13.70850902,11.26950447,13.73436496,8.982957653
MGG_00252,0,43.46535147,62.30231924,51.49862491,50.9530387,23.99393488,24.9226979,35.57589849
MGG_00253,0,10.6871313,16.24777003,20.52008778,22.81187108,8.720336593,8.006228586,9.315997049
MGG_00254,374.1049382,734.9735362,299.1837491,308.2327764,268.1629701,292.7536062,316.0128829,267.267203
MGG_00255,0,190.1696006,120.8120963,90.31798141,45.29487809,42.71984992,41.80648596,45.11473991
MGG_00256,0,207.5730586,191.4747371,159.494858,149.6867766,91.07844671,96.29163267,86.52607077
MGG_00257,0,17.54202736,25.35935665,27.05397547,21.06760169,23.92366707,16.84571025,17.24913591
MGG_00258,179.6052418,3.009014236,90.48495987,41.0264436,40.09050019,13.4113638,12.97098266,12.46044945
MGG_00259,0,291.9670718,92.49818824,34.33641079,49.60390484,36.53576651,9.200216978,14.53714566
MGG_00260,0,1.255497463,3.842981135,4.009899329,3.09133549,3.393849864,1.087506937,0.573872374
MGG_00261,117.5999529,75.98988817,31.1637965,48.72797776,35.42862696,27.02267109,26.33552948,19.99780126
MGG_00264,230.0928656,39.45591278,83.72058912,59.5232957,46.45394206,107.9018302,107.5176306,89.86400002
MGG_00265,0,2.615103172,8.581656823,12.00150736,5.445094292,9.469333343,8.681647325,4.206906273
MGG_00266,0,0,0,0,0,0,0,0
MGG_00267,0,0,0,0,0,0,0,0
MGG_00268,0,70.77577057,417.2580285,282.5643431,155.7876261,191.4267133,166.5293992,228.6168487
MGG_00268,0,58.72214959,346.1959957,234.4416103,129.2558769,158.8253721,138.168249,189.6817608
MGG_00269,0,0,1.181186192,0,1.080799871,3.391871918,0.763517881,0
MGG_00270,0,7.351887081,76.87357751,58.81560418,72.59008201,266.302758,228.2791102,206.1299701
MGG_00271,0,74.5585808,77.73983149,68.14376143,32.0020758,29.66751986,45.2798705,53.65737034
MGG_00271,0,74.5585808,77.73983149,68.14376143,32.0020758,29.66751986,45.2798705,53.65737034
MGG_00272,191.6472852,37.30124618,166.100913,208.5701206,218.5963421,41.7219873,36.1724435,39.97593386
MGG_00273,2920.508327,757.5816574,4125.054579,2502.14318,962.1509054,10459.31266,8820.328649,4578.787469
MGG_00274,238.0529574,104.4101237,159.5752255,145.0085529,68.96041159,72.56484408,73.3581338,132.9721482
MGG_00275,0,9.134913795,5.155892085,11.13515495,7.044171399,12.7730983,20.69316324,12.6628546
MGG_00276,0,116.8715877,42.16027951,35.2520233,16.77637378,24.11068645,32.49700619,19.59634482
MGG_00277,0,126.3108366,68.79555024,71.79467783,3.732617443,11.8961595,10.41429532,10.30053344
MGG_00278,0,0,0,0,12.21212394,0,0,3.76160761
MGG_00281,0,0,15.98440248,22.87957558,15.28263392,18.78692911,30.70294951,18.31584929
MGG_00282,0,0.357814792,0.520547121,1.42328536,18.13250298,4.594867489,8.259554945,5.456033862
MGG_00283,0,0.947533589,0,9.621258672,193.2436134,396.9415322,343.8688249,200.9639543
MGG_00287,0,50.25084814,88.02543749,95.99571176,54.23831507,36.69049014,35.48374595,39.29361343
MGG_00288,122.6394254,12.79838191,11.76368164,13.91506998,15.70898404,12.16224555,8.142348065,9.909464842
MGG_00289,296.0198135,508.6975191,652.6820441,604.1984671,175.0553226,59.56868037,87.96566867,114.7274362
MGG_00290,0,7.026388856,9.702725094,9.834224535,6.127433924,12.29602382,6.780718828,11.70916682
MGG_00291,0,3.290323893,2.321451337,0.919548402,3.217139384,4.749504005,9.986335736,7.189266881
MGG_00292,0,1.743720676,0,0.895129899,1.082570377,4.160207785,5.895789731,2.338487434
MGG_00294,0,32.8834772,21.62333302,14.57028695,12.38905339,13.22549528,14.43771337,11.42790612
MGG_00295,0,54.61543054,9.11114061,13.6162489,3.908265063,6.68638406,5.915365057,3.615387577
MGG_00296,0,3.704201418,181.5903167,35.33165978,3.000391106,5.011387846,4.575661608,7.865822288
MGG_00297,0,22.96614412,23.91879927,24.79613657,28.45089145,25.10667828,22.67751366,31.3537266
MGG_00298,0,9.940336145,19.9326739,17.05139441,7.634122271,11.00767883,10.80562736,8.799239005
MGG_00299,0,254.9090768,188.4799415,191.9722193,68.77715627,42.63695191,52.19045398,45.01472934
MGG_00300,0,1.603928265,2.181807665,4.846792807,1.37092504,1.639791694,2.159986877,5.348576575
MGG_00301,0,0,0,0,1.459132884,1.37320356,7.741302499,9.494857995
MGG_00302,0,12.82171205,166.911563,127.6865593,29.75006114,59.97114863,81.72001306,56.29690287
MGG_00304,0,0,17.90932472,11.24478711,1.681493328,0.528756909,0.035085875,0.822927524
MGG_00305,0,0,0,1.458786809,0,1.93522273,0.665030191,0
MGG_00306,0,21.12101013,18.57622616,18.24013305,33.93438851,73.58488503,52.77750755,47.16142074
MGG_00307,0,94.35701079,131.7532836,101.8282531,170.2514431,120.9519325,105.8406169,120.2280323
MGG_00308,0,17.27928775,23.08628993,11.84255669,23.63594943,8.772567442,8.918398976,9.806913906
MGG_00309,0,29.77872629,22.98756753,21.52166684,28.34792741,15.71163685,18.17095926,15.59314969
MGG_00310,0,0.59542489,0,0.789476893,15.67019251,4.565433746,5.845936312,3.483902173
MGG_00311,0,26.48311977,0.884725532,15.48257337,9.379441008,123.4746493,58.41192589,35.36626995
MGG_00312,0,11.0184238,16.34929361,16.8029209,23.21952161,11.61233323,14.66440635,11.59013228
MGG_00314,133.9332366,48.21224284,29.0015467,15.07077206,64.8081184,71.23806726,73.62621612,15.37619011
MGG_00316,129.7413114,14.34735052,28.76593789,17.48583731,47.2158269,30.84289712,44.80486042,36.52922161
MGG_00317,0,32.52995733,48.64585458,36.36770432,46.77138065,20.68518957,29.55217385,23.46575285
MGG_00318,0,44.37843705,48.66546222,45.23744674,33.31616308,21.17330066,22.70996045,13.34321639
MGG_00319,703.3545675,81.26110377,24.99086988,37.91479029,80.19246507,16.84009153,21.81120993,39.11063567
MGG_00320,0,20.02043704,62.24676275,25.81718514,4.953637749,3.49960781,2.443360959,1.710875459
MGG_00321,0,0,0.730824723,1.745538241,0,1.479935345,1.22103904,0.606503611
MGG_00322,0,4.204939795,6.453222912,6.250054471,3.037039507,1.832840546,1.922735711,1.290793249
MGG_00325,0,42.28077956,12.11893163,24.17885936,3.392904406,3.740201908,2.469794592,3.690164658
MGG_00329,110.4445755,1.753041852,29.09207011,25.85895209,34.14201114,108.6955541,73.49044458,27.87555353
MGG_00330,448.0032478,237.9863011,221.3754381,195.9161163,243.6937174,191.2728371,145.1289753,145.6675313
MGG_00331,0,77.08202653,81.113313,81.60032669,90.12805923,52.00641176,55.86322218,88.71990926
MGG_00332,0,4.657904913,7.248480397,7.09477674,9.052592302,5.290883946,3.859582764,4.9852306
MGG_00333,0,0.129195917,0.212256031,0.353181642,0,0.365199417,0.212124901,0.15060661
MGG_00336,0,34.70426709,43.31256256,36.86975947,49.32863711,30.19391532,34.01486479,35.21039789
MGG_00338,0,30.07623753,17.799922,21.58174733,6.571605026,8.452947681,10.59983785,6.102700955
MGG_00339,185.0298457,272.2159009,39.6835646,17.21168335,9.618542696,6.402746366,2.601533516,6.745715982
MGG_00340,0,3.438279987,3.513456651,1.707504136,4.939479174,3.279332751,2.782610316,2.199146414
MGG_00341,123.2138658,86.10997521,91.53937262,98.28044145,172.8153509,84.26338596,91.56001848,71.56673411
MGG_00342,226.7659011,65.73953007,96.44769826,78.99636686,49.7566974,64.6186763,70.29811271,59.30569555
MGG_00343,0,32.77156369,23.17397488,24.58614675,14.69797494,31.68214974,46.90474847,29.18168358
MGG_00345,50.55812287,48.04501951,28.73275704,27.53757523,25.7727155,21.68127852,27.72774803,22.20675671
MGG_00346,0,38.13799164,32.22941639,36.00262813,84.03296044,26.94671344,26.58022873,35.42830192
MGG_00347,271.8989202,18.18447246,20.85254591,20.02372116,15.7231469,9.682815484,12.45135199,6.677658646
MGG_00348,140.5802234,48.86745896,26.72499212,34.34503307,50.45690869,17.68824908,22.40529102,22.43009224
MGG_00349,0,135.782149,157.4919708,203.3157749,468.8925099,177.368972,175.5640713,197.3548355
MGG_00350,0,5.275730747,8.995264001,14.35244096,15.96120284,7.170352537,8.597466308,11.55745767
MGG_00351,0,5.130817238,10.30159109,7.356827956,3.60301818,3.697534503,1.700007759,2.488890955
MGG_00352,0,66.38697062,32.52057383,32.43405323,73.04891392,74.91018201,92.93801498,38.61171462
MGG_00354,51.4012715,82.09543481,46.9520858,55.91216013,82.85101054,87.75685438,95.8576053,47.75997463
MGG_00355,0,44.07776065,64.88421133,65.61108579,99.50494788,46.17151458,58.11874061,46.22795083
MGG_00356,0,36.11749925,27.95750592,27.01245146,35.00825453,20.21407333,25.42845172,20.34896809
MGG_00357,0,38.58241798,82.10782252,63.50344257,7.160030132,10.62671752,12.83839492,15.56340279
MGG_00359,0,114.37877,55.20366658,96.25114004,81.77726413,34.98029923,30.4783007,26.30878344
MGG_00360,111.4955555,22.31352689,13.45567731,17.0997885,21.08714977,8.89160345,12.48327027,10.93772048
MGG_00361,0,44.04220241,42.38828719,42.75569166,59.40725388,27.25965266,28.59930812,24.2444083
MGG_00362,158.657039,28.53299198,19.69175055,28.73659168,30.53937024,13.5103017,13.78611335,11.87802972
MGG_00363,0,13.38173784,13.47316147,16.52292567,14.29127109,7.010505106,5.204919367,5.243168885
MGG_00364,0,51.33870784,73.10679538,58.06174646,37.45500779,54.07559428,44.38882813,31.50170952
MGG_00365,109.8347044,414.4311091,227.4351718,242.6817869,214.6059744,113.9707788,147.3048569,141.2218685
MGG_00366,0,29.27603418,21.49271077,45.29262744,31.09194685,15.75517163,22.66646203,13.79308765
MGG_00367,0,2.020245499,0.749548815,5.89392521,2.187851675,1.630141762,1.965263244,0
MGG_00369,0,17.85855702,28.88693487,32.07388423,31.88549538,17.83270872,16.75098767,16.05100475
MGG_00370,0,44.26080901,51.16068979,62.89474168,35.05849598,29.57820786,25.45364711,22.38708971
MGG_00371,192.8363764,52.64159641,35.79700209,48.02060894,36.23053389,20.62312656,26.09607801,22.57031138
MGG_00373,61.08313297,97.89051318,55.32965262,63.18006247,70.50902628,49.59845323,55.69380932,46.9086182
MGG_00374,0,126.2055793,12.53945549,17.24731228,1.340091234,0.672215829,0.355650525,1.377727339
MGG_00375,307.7537229,231.5284336,140.5376593,109.3115037,13.07115807,17.90995486,27.6154889,47.81713469
MGG_00378,0,13.12661165,12.4086597,7.004553289,7.499894522,4.250642419,4.46044326,3.653603872
MGG_00379,0,6.94724276,3.980784724,6.644303379,3.371634122,2.048439604,2.413998589,1.079147242
MGG_00380,0,3.719798545,0,7.389242792,12.84603939,0,0.330734751,0.534456665
MGG_00382,0,14.77807898,23.05870503,52.17451671,10.09947051,7.180918994,5.360142661,7.35627669
