,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48
MGG_03585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,44,127,7,47,14,7
MGG_03586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,17,2,33,11,6
MGG_03587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,36,31,6,96,50,19
MGG_03588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,114,19,18
MGG_03591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,17,4,62,47,31
MGG_03593,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,38,149,11,555,692,147,414,357,154
MGG_03594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,1,54,32,16
MGG_03595,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,50,0,139,216,35,748,375,172
MGG_03597,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,26,44,4,115,71,22
MGG_03598,0,0,0,1,0,1,0,0,2,0,0,0,0,8,1,1,5,0,29,21,17,441,179,94
MGG_03599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MGG_03600,0,0,0,0,1,1,0,1,0,0,0,2,0,4,2,7,43,6,96,214,46,576,337,174
MGG_03601,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,7,5,72,22,16
MGG_03602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1
MGG_03603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,17,5,86,29,6
MGG_03604,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,28,8,225,171,71
MGG_03605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,3,6,48,34,20
MGG_03606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,33,13,12
MGG_03607,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,21,2,61,91,19,305,128,69
MGG_03608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,36,18,8
MGG_03609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,17,18,1,20,10,6
MGG_03611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,11,2,2
MGG_03612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,1,10,5,2
MGG_03613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,1,34,17,7
MGG_03615,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,17,22,4,110,87,31
MGG_03619,0,0,0,0,2,3,1,2,1,0,0,1,2,4,0,2,24,4,69,65,23,336,147,121
MGG_03620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,24,11,129,28,17
MGG_03621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,21,21,5,75,20,19
MGG_03623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_03624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,24,2,75,12,8
MGG_03627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,32,35,6,60,12,18
MGG_03628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,9,8,3,43,25,11
MGG_03629,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,15,9,7
MGG_03630,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,12,24,7,87,44,16
MGG_03631,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,9,0,37,113,10,448,254,118
MGG_03632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,45,7,119,46,22
MGG_03633,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,8,16,6,53,34,13
MGG_03634,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,3,4,0,15,26,4,186,117,51
MGG_03635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,38,4,38,20,15
MGG_03636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,2,29,3,6
MGG_03637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,5,2,93,24,27
MGG_03638,0,0,3,0,0,1,0,0,0,0,1,1,3,0,0,1,8,1,19,25,7,182,91,35
MGG_03639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,3,2
MGG_03640,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,5,0,4,2,3,67,16,15
MGG_03641,0,2,1,0,1,1,1,4,1,2,0,9,9,13,2,36,224,12,1093,701,203,5462,5296,2801
MGG_03642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,6,1,17,8,2
MGG_03643,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,20,25,4,119,67,27
MGG_03644,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,14,46,15,157,120,40
MGG_03645,0,16,1,17,0,4,0,2,3,0,1,0,1,2,1,4,23,1,45,112,13,199,116,51
MGG_03646,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,31,2,69,81,19,328,140,66
MGG_03648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03649,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,26,20,5,170,126,67
MGG_03650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,4
MGG_03651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
MGG_03652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,7,18,6,41,24,7
MGG_03653,0,0,2,0,0,1,0,1,0,0,0,0,1,9,3,29,157,4,479,684,162,1999,1519,718
MGG_03654,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,1,15,24,4,28,19,1
MGG_03656,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,7,1,34,48,6,104,51,21
MGG_03657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,6,1,29,12,5
MGG_03658,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,16,21,6,128,34,27
MGG_03659,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,12,1,43,37,10
MGG_03661,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,13,51,4,248,140,75
MGG_03662,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,7,1,10,15,3,170,105,53
MGG_03663,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,4,15,0,182,166,20,424,311,189
MGG_03664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,23,12,8,105,53,42
MGG_03665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,5,1
MGG_03666,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,70,4,95,361,51,764,239,92
MGG_03667,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,16,14,7,51,20,5
MGG_03668,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,11,0,75,153,18,277,133,67
MGG_03669,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,26,20,10,117,41,26
MGG_03670,0,1,1,2,3,3,2,2,0,0,0,0,4,0,1,6,54,1,209,290,39,3536,1814,1126
MGG_03671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,48,104,11,97,66,66
MGG_03672,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,3,4,1
MGG_03674,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,11,2,33,19,6
MGG_03675,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,6,4,15,18,3
MGG_03677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,15,1,75,38,14
MGG_03678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,14,5,32,18,11
MGG_03679,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,10,0,11,61,5,157,59,28
MGG_03680,0,1,0,0,2,0,2,1,0,0,0,8,0,7,2,30,192,9,659,1160,133,2311,1471,589
MGG_03681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,44,12,209,94,54
MGG_03682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,4,6
MGG_03683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,2,24,62,9,449,194,100
MGG_03684,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33,3,64,107,15,773,433,158
MGG_03685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0
MGG_03686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,14,6,31,10,11
MGG_03687,0,0,0,2,0,0,0,1,2,0,0,0,2,1,0,1,28,2,37,110,24,279,120,81
MGG_03689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,27,40,8,118,46,17
MGG_03691,0,0,0,1,3,4,0,0,0,0,0,0,1,4,0,7,27,1,71,178,19,266,119,86
MGG_03692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,6,8,29,11,7
MGG_03693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,25,29,5,37,8,10
MGG_03694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,5,6,55,39,12
MGG_03695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,7,2,24,5,1
MGG_03696,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,24,0,40,47,23,265,136,73
MGG_03697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,19,46,8,95,36,23
MGG_03698,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,6,7,3,121,63,32
MGG_03699,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,6,11,0,174,107,29,408,376,194
MGG_03700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,28,35,6,71,35,15
MGG_03701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,3,38,15,12
MGG_03703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,21,7,107,45,28
MGG_03704,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,0,47,81,15,282,141,84
MGG_03705,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,23,50,5,141,63,21
MGG_03706,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,11,0,58,85,6,162,96,36
MGG_03707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,14,0,77,107,10,242,185,82
MGG_03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,38,53,12,236,139,83
MGG_03709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,1
MGG_03710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,52,8,269,226,108
MGG_03711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,18,15,352,178,140
MGG_03712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGG_03713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2
MGG_03714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,37,54,13,271,149,83
MGG_03715,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,1,24,25,5,34,9,10
MGG_03716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,20,5,2
MGG_03720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,32,4,38,28,12
MGG_03721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,38,18,17
MGG_03722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
MGG_03723,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,0,30,28,6,121,81,29
MGG_03724,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,17,4,32,30,8,172,55,43
MGG_03725,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,14,0,22,30,3,105,64,57
MGG_03726,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,23,17,8,96,44,34
MGG_03727,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,11,78,2,498,465,91,1122,958,427
MGG_03728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,47,70,14,155,99,40
MGG_03729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,22,9,7
MGG_03731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,14,2,60,33,33
MGG_03733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,44,2,87,41,15
MGG_03734,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,10,0,16,31,7,214,93,56
MGG_03735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,28,4,174,114,35
MGG_03736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,94,139,23,553,229,80
MGG_03737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,23,40,10,185,91,31
MGG_03738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,22,16,9,66,27,29
MGG_03739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0
MGG_03740,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,9,21,7,63,25,11
MGG_03741,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,49,46,12,211,106,46
MGG_03743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,13,3,68,30,17
MGG_03746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3
MGG_03753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,15,5,1
MGG_03755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0
MGG_03756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03757,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,6,19,1,69,30,17
MGG_03758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,9,12,5,66,37,23
MGG_03759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,26,8,153,68,47
MGG_03760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
MGG_03761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,62,12,4
MGG_03763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,14,4,3
MGG_03764,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,10,4,4,22,7,2
MGG_03765,0,0,0,2,1,4,0,1,0,0,0,0,0,0,0,0,1,0,21,25,4,24,13,7
MGG_03766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,14,1,3
MGG_03767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_03769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,2,1
MGG_03771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
MGG_03772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MGG_03773,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,6,14,49,16,14
MGG_03774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,6,62,16,11
MGG_03781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,1,2
MGG_03784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,2,0
MGG_03792,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,11,2,2,2,3
MGG_03793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,38,23,44,35,40
MGG_03794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,25,2,3
MGG_03805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0
MGG_03807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0
MGG_03808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,15,7,1,7,9
MGG_03811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,9,9,11,18,23
MGG_03812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,18,3,30,27,19,26,27,17
MGG_03813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,1,47,52,38,37,47,37
MGG_03816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_03817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,7,3,1
MGG_03819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,32,10,4
MGG_03823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,8,0,260,274,65
MGG_03824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,17,3,93,28,27
MGG_03825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,13,4,6
MGG_03826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2
MGG_03827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0
MGG_03828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
MGG_03829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
MGG_03830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
MGG_03831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
MGG_03834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MGG_03836,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,20,9,1,22,9,8
MGG_03837,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,9,0,35,73,15,312,120,71
MGG_03838,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,13,0,34,55,17,163,84,39
MGG_03840,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,11,50,9,201,68,42
MGG_03841,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,24,52,5,273,129,79
MGG_03842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,13,25,3,112,37,12
MGG_03843,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,9,0,29,8,1
MGG_03844,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,7,4,4,8,4,0
MGG_03846,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,31,17,7,178,64,29
MGG_03847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,0,2
MGG_03848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,30,11,6
MGG_03849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,14,1,16,13,4
MGG_03850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,16,25,5,26,14,10
MGG_03851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,16,3,67,19,10
MGG_03852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,30,13,5
MGG_03853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,12,2,5
MGG_03855,0,0,0,1,0,1,0,4,0,0,0,3,0,1,0,10,38,1,112,135,28,437,273,99
MGG_03856,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,18,35,4,65,32,12
MGG_03857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,1,67,170,31,497,309,139
MGG_03858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,7,0,29,11,6
MGG_03859,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,14,1,36,24,9,339,185,78
MGG_03860,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,29,35,9,444,274,133
MGG_03862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,1,30,14,4
MGG_03863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,2,0
MGG_03864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,28,5,4
MGG_03865,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,109,3,153,543,125,590,257,146
MGG_03866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
MGG_03867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,1
MGG_03868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,12,0,47,38,10
MGG_03869,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,5,18,1,70,41,12
MGG_03870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,18,2,63,22,14
MGG_03871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,6,6,209,129,116
MGG_03872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,23,34,9,174,100,35
MGG_03876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,12,41,5,238,102,59
MGG_03877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,19,17,6,83,52,22
MGG_03878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,21,11,8
MGG_03879,0,0,0,1,0,0,0,1,0,0,0,3,0,0,1,4,12,4,67,80,17,511,347,148
MGG_03880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,7,2,29,19,9
MGG_03882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,2,63,26,3
MGG_03883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,18,17,6,114,69,38
MGG_03885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,10,3,45,8,15
MGG_03888,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,9,9,3,74,27,9
MGG_03889,0,0,0,0,1,0,0,0,0,2,0,9,0,0,0,1,2,1,12,21,2,168,102,46
MGG_03890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,2,44,21,18
MGG_03891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,16,3,27,18,12
MGG_03893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,27,47,5,210,121,62
MGG_03894,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,14,25,3,62,22,27
MGG_03895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,65,67,15,220,100,40
MGG_03896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,18,2,6
MGG_03897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,18,1,45,21,6
MGG_03898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
MGG_03899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,15,5,111,45,27
MGG_03900,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,4,26,0,143,140,24,1762,1025,740
MGG_03901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,33,58,10,79,42,20
MGG_03902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,5,0
MGG_03904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGG_03905,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,4,0,12,25,5,66,53,19
MGG_03906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,2,163,78,29
MGG_03907,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,1,43,41,10,160,100,58
